Title;Year;Decade;Country;Genre;runtimeMinutes;IMDB;Score;averageRating;numVotes;directors;primaryName
Wall-E;2008;2000s;USA;SciFi;98;tt0910970;8.75;8.4;976252;nm0004056;Andrew Stanton
Ratatouille;2007;2000s;USA;Drama;111;tt0382932;7.75;8;625715;nm0083348;Brad Bird
Anne of the Thousand Days;1969;1960s;UK;Historical;145;tt0064030;7.75;7.5;6590;nm0418986;Charles Jarrott
Le Boucher;1970;1970s;France;Thriller;93;tt0064106;7.25;7.5;7536;nm0001031;Claude Chabrol
Fahrenheit 451;1966;1960s;UK;Dystopia;112;tt0060390;8.25;7.2;40576;nm0000076;François Truffaut
Fantastic Voyage;1966;1960s;USA;SciFi;100;tt0060397;7.5;6.8;16789;nm0281507;Richard Fleischer
La battaglia di Algeri;1966;1960s;Algeria;Historical;121;tt0058946;8.5;8.1;51338;nm0690597;Gillo Pontecorvo
The Hill;1965;1960s;UK;War;123;tt0059274;8.75;7.9;11956;nm0001486;Sidney Lumet
The Sound of Music;1965;1960s;USA;Musical;172;tt0059742;8;8;198874;nm0936404;Robert Wise
Alphaville;1965;1960s;France;Crime;99;tt0058898;7;7.1;23327;nm0000419;Jean-Luc Godard
Chimes at Midnight;1965;1960s;Switzerland;Historical;119;tt0059012;7.5;7.8;8079;nm0000080;Orson Welles
Mary Poppins;1964;1960s;USA;Musical;139;tt0058331;7.5;7.8;154597;nm0829038;Robert Stevenson
Dr. Strangelove;1964;1960s;USA;Comedy;95;tt0057012;9.5;8.4;441888;nm0000040;Stanley Kubrick
Per un pugno di dollari;1964;1960s;Italy;Western;99;tt0058461;8.75;8;192802;nm0001466;Sergio Leone
A Shot in the Dark;1964;1960s;UK;Comedy;102;tt0058586;7.5;7.5;25355;nm0001175;Blake Edwards
The Train;1964;1960s;USA;War;133;tt0059825;9;7.8;14066;nm0001239;John Frankenheimer
Fail Safe;1964;1960s;USA;War;112;tt0058083;9.5;8;19311;nm0001486;Sidney Lumet
The Great Escape;1963;1960s;USA;War;172;tt0057115;8.25;8.2;220194;nm0836328;John Sturges
The Birds;1963;1960s;USA;Thriller;119;tt0056869;8;7.7;167715;nm0000033;Alfred Hitchcock
The Haunting;1963;1960s;USA;Horror;112;tt0057129;9;7.5;33741;nm0936404;Robert Wise
Shock Corridor;1963;1960s;USA;Drama;101;tt0057495;7.75;7.4;10694;nm0002087;Samuel Fuller
The Bedford Incident;1965;1960s;USA;War;102;tt0058962;7.5;7.4;4588;nm0364805;James B. Harris
Lawrence of Arabia;1962;1960s;UK;Historical;228;tt0056172;10;8.3;262196;nm0000180;David Lean
The Man Who Shot Liberty Valance;1962;1960s;USA;Western;123;tt0056217;8.5;8.1;67380;nm0000406;John Ford
Harakiri;1962;1960s;Japan;Samurai;133;tt0056058;9.75;8.7;37793;nm0462030;Masaki Kobayashi
The Trial;1962;1960s;France;Dystopia;119;tt0057427;8;7.8;18879;nm0000080;Orson Welles
Mutiny on the Bounty;1962;1960s;USA;Historical;178;tt0056264;7.75;7.3;14730;nm0587277;Lewis Milestone
The Day the Earth Caught Fire;1961;1960s;USA;SciFi;99;tt0054790;7.5;7.2;4681;nm0346436;Val Guest
Psycho;1960;1960s;USA;Horror;109;tt0054215;8.75;8.5;589008;nm0000033;Alfred Hitchcock
Spartacus;1960;1960s;USA;Historical;197;tt0054331;8;7.9;122266;nm0000040;Stanley Kubrick
The Magnificent Seven;1960;1960s;USA;Western;128;tt0054047;8;7.7;86199;nm0836328;John Sturges
The Time Machine;1960;1960s;USA;SciFi;103;tt0054387;7.75;7.6;35531;nm0657162;George Pal
Peeping Tom;1960;1960s;UK;Thriller;101;tt0054167;8;7.7;30135;nm0003836;Michael Powell
Inherit the Wind;1960;1960s;USA;Historical;128;tt0053946;8.5;8.1;26748;nm0006452;Stanley Kramer
Village of the Damned;1960;1960s;UK;Horror;77;tt0054443;7.5;7.3;14588;nm0727211;Wolf Rilla
12 Angry Men;1957;1950s;USA;Drama;96;tt0050083;10;9;701886;nm0001486;Sidney Lumet
The Incredible Shrinking Man;1957;1950s;USA;SciFi;81;tt0050539;7.75;7.6;16390;nm0000791;Jack Arnold
Ben-Hur;1959;1950s;USA;Action;212;tt0052618;7.75;8.1;222051;nm0943758;William Wyler
Julius Caesar;1953;1950s;USA;Historical;120;tt0045943;8.5;7.3;10561;nm0000581;Joseph L. Mankiewicz
War of the Worlds;1953;1950s;USA;SciFi;85;tt0046534;7.5;7.1;33181;nm0005738;Byron Haskin
Seven Samurai;1954;1950s;Japan;Samurai;207;tt0047478;9.5;8.6;319845;nm0000041;Akira Kurosawa
Rear Window;1954;1950s;USA;Thriller;112;tt0047396;9.5;8.4;449659;nm0000033;Alfred Hitchcock
Vertigo;1958;1950s;USA;Thriller;128;tt0052357;9;8.3;369406;nm0000033;Alfred Hitchcock
Them!;1954;1950s;USA;Horror;94;tt0047573;7.5;7.2;20157;nm0235066;Gordon Douglas
Gojira;1954;1950s;Japan;Horror;96;tt0047034;8.25;7.6;30318;nm0393094;Ishirô Honda
The Bridge on the River Kwai;1957;1950s;UK;War;161;tt0050212;8.25;8.1;205812;nm0000180;David Lean
Forbidden Planet;1956;1950s;USA;SciFi;98;tt0049223;9;7.6;45710;nm0928208;Fred M. Wilcox
Paths of Glory;1957;1950s;USA;War;88;tt0050825;9;8.4;181014;nm0000040;Stanley Kubrick
Alice in Wonderland;1951;1950s;USA;Fantasy;75;tt0043274;8;7.4;130591;nm0314671;Clyde Geronimi
Le Salaire de la Peur;1953;1950s;France;Thriller;131;tt0046268;9.75;8.1;55518;nm0167241;Henri-Georges Clouzot
Moby Dick;1956;1950s;USA;Drama;116;tt0049513;8.5;7.3;17202;nm0001379;John Huston
The Fly;1958;1950s;USA;Horror;94;tt0051622;7.25;7.1;21056;nm0627087;Kurt Neumann
The Day the Earth Stood Still;1951;1950s;USA;SciFi;92;tt0043456;8.25;7.7;76887;nm0936404;Robert Wise
The Killing;1956;1950s;USA;Crime;84;tt0049406;8.5;8;82676;nm0000040;Stanley Kubrick
Touch of Evil;1958;1950s;USA;Crime;95;tt0052311;9;8;99155;nm0000080;Orson Welles
The Thing from Another World;1951;1950s;USA;Horror;87;tt0044121;7.5;7.1;26199;nm0638528;Christian Nyby
Casablanca;1942;1940s;USA;Drama;102;tt0034583;9;8.5;528987;nm0002031;Michael Curtiz
It's a Wonderful Life;1946;1940s;USA;Fantasy;130;tt0038650;9.5;8.6;411307;nm0001008;Frank Capra
Citizen Kane;1941;1940s;USA;Drama;119;tt0033467;9.5;8.3;410721;nm0000080;Orson Welles
The Great Dictator;1940;1940s;USA;Comedy;125;tt0032553;9;8.4;206199;nm0000122;Charles Chaplin
Arsenic and Old Lace;1942;1940s;USA;Comedy;118;tt0036613;9;8;65709;nm0001008;Frank Capra
O Pátio das Cantigas;1942;1940s;Portugal;Comedy;121;tt0035228;8;7.8;1135;nm0722852;Francisco Ribeiro
O Leão da Estrela;1947;1940s;Portugal;Comedy;121;tt0039563;7.75;7.7;1088;nm0239069;Arthur Duarte
O Pai Tirano;1941;1940s;Portugal;Comedy;114;tt0033994;8.25;7.9;717;nm0519845;António Lopes Ribeiro
The Wizard of Oz;1939;1930s;USA;Fantasy;102;tt0032138;8.25;8;374025;nm0281808;Victor Fleming
Modern Times;1936;1930s;USA;Comedy;87;tt0027977;9.5;8.5;222141;nm0000122;Charles Chaplin
Mr. Smith Goes to Washington;1939;1930s;USA;Comedy;129;tt0031679;9;8.1;108482;nm0001008;Frank Capra
King Kong;1933;1930s;USA;Horror;100;tt0024216;8.5;7.9;80392;nm0178260;Merian C. Cooper
La passion de Jeanne d'Arc;1928;1920s;France;Historical;110;tt0019254;10;8.1;49242;nm0003433;Carl Theodor Dreyer
The Wind;1928;1920s;USA;Drama;95;tt0019585;9;8.1;6150;nm0803705;Victor Sjöström
Metropolis;1927;1920s;Germany;Dystopia;155;tt0017136;9.5;8.3;163046;nm0000485;Fritz Lang
The Gold Rush;1925;1920s;USA;Comedy;95;tt0015864;9;8.2;103456;nm0000122;Charles Chaplin
Nosferatu;1922;1920s;Germany;Horror;94;tt0013442;9;7.9;90195;nm0003638;F.W. Murnau
The Kid;1921;1920s;USA;Comedy;68;tt0012349;9.25;8.3;116607;nm0000122;Charles Chaplin
The Adventures of Robin Hood;1938;1930s;USA;Action;102;tt0029843;8.25;7.9;47757;nm0002031;Michael Curtiz
Les Misérables;2019;2010s;France;Drama;104;tt10199590;7.5;7.6;15592;nm1868177;Lady Ly
The Apartment;1960;1960s;USA;Comedy;125;tt0053604;8.25;8.3;160571;nm0000697;Billy Wilder
After the Wedding;2006;2000s;Denmark;Drama;120;tt0457655;7.75;7.7;31519;nm0081540;Susanne Bier
Paper Moon;1973;1970s;USA;Drama;102;tt0070510;8.25;8.1;41581;nm0000953;Peter Bogdanovich
The Stoning of Soraya M.;2008;2000s;USA;Drama;114;tt1277737;7.75;8;18676;nm0637493;Cyrus Nowrasteh
Hard Eight;1996;1990s;USA;Drama;102;tt0119256;7.25;7.2;41590;nm0000759;Paul Thomas Anderson
The General;1998;1990s;Ireland;Drama;124;tt0120706;7.75;7.3;8106;nm0000958;John Boorman
The Interview;1998;1990s;Australia;Thriller;104;tt0120714;7;7.1;7988;nm0597516;Craig Monahan
Rosewood;1997;1990s;USA;Historical;140;tt0120036;7.75;7.2;7381;nm0005436;John Singleton
Brother/Brat;1997;1990s;Russia;Drama;96;tt0118767;7.5;8;16985;nm0049326;Aleksey Balabanov
Land and Freedom;1995;1990s;UK;Historical;109;tt0114671;8.25;7.6;10338;nm0516360;Ken Loach
Dangerous Beauty;1998;1990s;USA;Historical;111;tt0118892;7;7.2;15935;nm0380980;Marshall Herskovitz
The Wind that Shakes the Barley;2006;2000s;Ireland;Historical;127;tt0460989;8.25;7.5;46319;nm0516360;Ken Loach
Stalingrad;1993;1990s;Germany;Historical;134;tt0108211;8;7.5;30701;nm0005917;Joseph Vilsmaier
Body Heat;1981;1980s;USA;Thriller;113;tt0082089;8;7.4;30754;nm0001410;Lawrence Kasdan
The Sting;1973;1970s;USA;Thriller;129;tt0070735;8.5;8.3;240432;nm0001351;George Roy Hill
The Ninth Configuration;1980;1980s;USA;Drama;118;tt0081237;7.5;7;6497;nm0087861;William Peter Blatty
The Killing of a Chinese Bookie;1976;1970s;USA;Drama;135;tt0074749;7;7.4;11167;nm0001023;John Cassavetes
Slaughterhouse-Five;1972;1970s;USA;Drama;104;tt0069280;7;6.8;12168;nm0001351;George Roy Hill
The Friends of Eddie Coyle;1973;1970s;USA;Crime;102;tt0070077;7.5;7.5;8795;nm0946811;Peter Yates
The Long Goodbye;1973;1970s;USA;Crime;112;tt0070334;7;7.6;26239;nm0000265;Robert Altman
Charley Varrick;1973;1970s;USA;Crime;111;tt0069865;7.5;7.5;10960;nm0796923;Don Siegel
The Shootist;1976;1970s;USA;Drama;100;tt0075213;8;7.6;22120;nm0796923;Don Siegel
The Hills have Eyes;1977;1970s;USA;Horror;90;tt0077681;7;6.3;31234;nm0000127;Wes Craven
Hardcore;1979;1970s;USA;Drama;108;tt0079271;8;7.1;9162;nm0001707;Paul Schrader
Patton;1970;1970s;USA;War;172;tt0066206;8.25;7.9;93698;nm0769874;Franklin J. Schaffner
The Anderson Tapes;1971;1970s;USA;Crime;99;tt0066767;7;6.4;7110;nm0001486;Sidney Lumet
The Candidate;1972;1970s;USA;Politics;110;tt0068334;7.5;7;9905;nm0006916;Michael Ritchie
Klute;1971;1970s;USA;Thriller;114;tt0067309;8.25;7.1;22367;nm0001587;Alan J. Pakula
L.A. Confidencial;1997;1990s;USA;Crime;138;tt0119488;7.5;8.2;531755;nm0000436;Curtis Hanson
Dirty Harry;1971;1970s;USA;Thriller;102;tt0066999;8;7.7;143256;nm0796923;Don Siegel
Mean Streets;1973;1970s;USA;Drama;112;tt0070379;7;7.2;100180;nm0000217;Martin Scorsese
The Warriors;1979;1970s;USA;Thriller;92;tt0080120;7.25;7.6;93865;nm0001353;Walter Hill
Le Cercle Rouge;1970;1970s;France;Crime;140;tt0065531;7;8;22460;nm0578483;Jean-Pierre Melville
A Touch of Zen;1970;1970s;Taiwan;Action;200;tt0064451;7.5;7.6;5439;nm0002254;King Hu
Escape from Alcatraz;1979;1970s;USA;Crime;112;tt0079116;7.25;7.6;121815;nm0796923;Don Siegel
Lady Snowblood;1973;1970s;Japan;Thriller;97;tt0158714;9;7.7;12428;nm0297846;Toshiya Fujita
The Conformist;1970;1970s;Italy;Drama;113;tt0065571;7;8;27107;nm0000934;Bernardo Bertolucci
Rumble Fish;1983;1980s;USA;Drama;94;tt0086216;7;7.2;31837;nm0000338;Francis Ford Coppola
Romper Stomper;1992;1990s;Australia;Drama;94;tt0105275;7.75;6.8;37445;nm0942408;Geoffrey Wright
The Ascent;1977;1970s;Russia;War;111;tt0075404;8.75;8.3;6686;nm0791899;Larisa Shepitko
Demon Seed;1977;1970s;USA;SciFi;94;tt0075931;7.25;6.3;8210;nm0131910;Donald Cammell
Autumn Sonata;1978;1970s;Sweden;Drama;99;tt0077711;8;8.2;27073;nm0000005;Ingmar Bergman
The Ballad of Cable Hogue;1970;1970s;USA;Comedy;121;tt0065446;7;7.2;8600;nm0001603;Sam Peckinpah
The Fall of Ako Castle;1978;1970s;Japan;Samurai;159;tt0077135;7.75;7.1;348;nm0297935;Kinji Fukasaku
Shogun Assassin;1980;1980s;Japan;Samurai;85;tt0081506;7.25;7.4;9748;nm0593014;Kenji Misumi
Shaft;1971;1970s;USA;Crime;100;tt0067741;7.25;6.6;16892;nm0662953;Gordon Parks
Blue Collar;1978;1970s;USA;Crime;114;tt0077248;7.5;7.5;7337;nm0001707;Paul Schrader
Le Charme Discret de la Bourgeoisie;1972;1970s;France;Comedy;102;tt0068361;7.75;7.9;38873;nm0000320;Luis Buñuel
Amarcord;1973;1970s;Italy;Comedy;123;tt0071129;7.75;7.9;39993;nm0000019;Federico Fellini
Frenzy;1972;1970s;UK;Thriller;116;tt0068611;7.75;7.4;41613;nm0000033;Alfred Hitchcock
The Parallax View;1974;1970s;USA;Thriller;102;tt0071970;7.25;7.1;15773;nm0001587;Alan J. Pakula
The Marriage of Maria Braun;1979;1970s;Germany;Drama;120;tt0079095;9;7.8;12388;nm0001202;Rainer Werner Fassbinder
The Night Comes for Us;2018;2010s;Indonesia;Action;121;tt6116856;7.75;7;21312;nm3464186;Timo Tjahjanto
The Duellists;1977;1970s;UK;Drama;100;tt0075968;7.75;7.4;19871;nm0000631;Ridley Scott
Capricorn One;1977;1970s;USA;Thriller;123;tt0077294;7.25;6.9;20334;nm0001382;Peter Hyams
Blood Simple;1984;1980s;USA;Thriller;99;tt0086979;7;7.6;88070;nm0001053.nm0001054;Cohen Brothers
Carrie;1976;1970s;USA;Horror;98;tt0074285;7.75;7.4;168760;nm0000361;Brian De Palma
The Front;1976;1970s;USA;Drama;95;tt0074554;7.5;7.3;8235;nm0728688;Martin Ritt
Interiors;1978;1970s;USA;Drama;92;tt0077742;7.25;7.4;18338;nm0000095;Woody Allen
Hotel Rwanda;2004;2000s;UK;Historical;121;tt0395169;8.5;8.1;335214;nm0313623;Terry George
Sleeper;1973;1970s;USA;Comedy;89;tt0070707;7;7.2;39848;nm0000095;Woody Allen
The Tragedy of Macbeth;1971;1970s;UK;Drama;140;tt0067372;7.5;7.4;12602;nm0000591;Roman Polanski
Waterloo;1970;1970s;Russia;Historical;134;tt0066549;7.5;7.3;8989;nm0094083;Sergey Bondarchuk
That Obscure Object of Desire;1977;1970s;France;Drama;103;tt0075824;8;7.9;20879;nm0000320;Luis Buñuel
The China Syndrome;1979;1970s;USA;Thriller;122;tt0078966;8.25;7.4;27293;nm0108745;James Bridges
Stroszek;1977;1970s;Germany;Drama;115;tt0075276;7.25;7.9;13168;nm0001348;Werner Herzog
Grave of the Fireflies;1988;1980s;Japan;Drama;89;tt0095327;8.5;8.5;237250;nm0847223;Isao Takahata
The Day of the Jackal;1973;1970s;UK;Thriller;143;tt0069947;7.75;7.8;37664;nm0003593;Fred Zinnemann
Cobra Verde;1987;1980s;Germany;Fantasy;111;tt0094888;7.25;7;7224;nm0001348;Werner Herzog
A Bridge too Far;1977;1970s;UK;War;175;tt0075784;7.25;7.4;52431;nm0000277;Richard Attenborough
The Killers;2014;2010s;Indonesia;Horror;137;tt2409300;8;6.4;4786;nm3464186;Timo Tjahjanto 
High Plains Drifter;1973;1970s;USA;Western;105;tt0068699;7.5;7.5;50188;nm0000142;Clint Eastwood
The Taking of Pelham 123;1974;1970s;USA;Crime;104;tt0072251;7.75;7.7;26872;nm0765121;Joseph Sargent
The Devils;1971;1970s;UK;Historical;111;tt0066993;9;7.8;13728;nm0001692;Ken Russell
Altered States;1980;1980s;USA;SciFi;102;tt0080360;7;6.9;32325;nm0001692;Ken Russell
The Outsiders;1983;1980s;USA;Drama;91;tt0086066;7.25;7.1;76056;nm0000338;Francis Ford Coppola
The Hand That Rocks the Cradle;1992;1990s;USA;Thriller;110;tt0104389;7;6.7;38683;nm0000436;Curtis Hanson
Zelig;1983;1980s;USA;Comedy;79;tt0086637;8;7.7;40049;nm0000095;Woody Allen
City on Fire;1987;1980s;Hong Kong;Crime;105;tt0093435;7.5;7.1;5974;nm0482681;Ringo Lam
The Dead Zone;1983;1980s;USA;Thriller;103;tt0085407;8;7.2;63101;nm0000343;David Cronenberg
Scarecrow;1973;1970s;USA;Drama;112;tt0070643;8.5;7.3;15626;nm0770234;Jerry Schatzberg
...and Justice for All;1979;1970s;USA;Drama;119;tt0078718;8.5;7.4;31157;nm0422484;Norman Jewison
Badlands;1973;1970s;USA;Drama;94;tt0069762;8;7.8;66577;nm0000517;Terrence Malick
True Grit;2010;2010s;USA;Western;110;tt1403865;7.75;7.6;313785;nm0001053.nm0001054;Cohen Brothers
Panic in Needle Park;1971;1970s;USA;Drama;110;tt0067549;7.5;7.1;16340;nm0770234;Jerry Schatzberg
Dallas Buyers Club;2013;2010s;USA;Drama;117;tt0790636;8;8;445445;nm0885249;Jean-Marc Vallée
Samurai Rebellion;1967;1960s;Japan;Samurai;128;tt0061847;9.25;8.4;11202;nm0462030;Masaki Kobayashi
Days of Heaven;1978;1970s;USA;Drama;94;tt0077405;7;7.8;53363;nm0000517;Terrence Malick
Hard Boiled;1992;1990s;Hong Kong;Crime;128;tt0104684;7;7.8;46962;nm0000247;John Woo
Nausicaa of the Valley of the Wind;1984;1980s;Japan;Fantasy;117;tt0087544;8.25;8.1;152719;nm0594503;Hayao Miyazaki
The Omen;1976;1970s;USA;Horror;111;tt0075005;7;7.5;107989;nm0001149;Richard Donner
Pusher;1996;1990s;Denmark;Thriller;110;tt0117407;7.5;7.4;35178;nm0716347;Nicolas Winding Refn
The Bitter Tears of Petra von Kant;1972;1970s;Germany;Drama;124;tt0068278;7.5;7.7;8651;nm0001202;Rainer Werner Fassbinder
Sitting Target;1972;1970s;UK;Crime;93;tt0069273;7.5;6.6;1203;nm0382779;Douglas Hickox
When the Last Sword is Drawn;2002;2000s;Japan;Samurai;143;tt0359692;7.25;7.5;4834;nm0847690;Yôjirô Takita
Signs;2002;2000s;USA;Horror;106;tt0286106;7.25;6.7;339874;nm0796117;M. Night Shyamalan
Warrior;2011;2010s;USA;Drama;140;tt1291584;8;8.2;438859;nm0640334;Gavin O'Connor
Mr.Klein;1976;1970s;France;Drama;123;tt0074916;8.25;7.6;6286;nm0521334;Joseph Losey
Donnie Brasco;1997;1990s;USA;Crime;127;tt0119008;7.75;7.7;282273;nm0001565;Mike Newell
Yakuza;1974;1970s;USA;Crime;112;tt0073918;8.75;7.2;7923;nm0001628;Sydney Pollack
Fortress;1985;1980s;Australia;Thriller;85;tt0091069;7.25;7.1;2682;nm0629774;Arch Nicholson
Martin;1977;1970s;USA;Horror;95;tt0077914;7.5;7.1;10026;nm0001681;George A. Romero
Midnight Run;1988;1980s;USA;Comedy;126;tt0095631;8;7.5;76646;nm0000976;Martin Brest
Running on Empty;1988;1980s;USA;Drama;116;tt0096018;7.75;7.7;14323;nm0001486;Sidney Lumet
Angst;1983;1980s;Germany;Horror;87;tt0165623;7.25;7.3;8877;nm0439231;Gerald Kargl
The Insider;1999;1990s;USA;Thriller;157;tt0140352;7.75;7.8;161004;nm0000520;Michael Mann
Valmont;1989;1980s;France;Drama;137;tt0098575;7.75;7;12707;nm0001232;Milos Forman
Ali: Fear Eats the Soul;1974;1970s;Germany;Drama;92;tt0071141;8.25;8.1;19241;nm0001202;Rainer Werner Fassbinder
Cabaret;1972;1970s;USA;Musical;124;tt0068327;8;7.8;48736;nm0002080;Bob Fosse
Shura, Demons;1971;1970s;Japan;Samurai;134;tt0165473;8.5;8;1884;nm0559564;Toshio Matsumoto
La Nuit Américaine;1973;1970s;France;Comedy;116;tt0070460;8;8;20669;nm0000076;François Truffaut
Mephisto;1981;1980s;Germany;Drama;144;tt0082736;8.25;7.8;9637;nm0843640;István Szabó
Another Woman;1988;1980s;USA;Drama;81;tt0094663;7.5;7.3;13080;nm0000095;Woody Allen
Kramer vs Kramer;1979;1970s;USA;Drama;105;tt0079417;7;7.8;134753;nm0000914;Robert Benton
Abre los Ojos;1997;1990s;Spain;SciFi;117;tt0125659;7.75;7.7;64481;nm0024622;Alejandro Amenábar
Play it again Sam;1972;1970s;USA;Comedy;85;tt0069097;7;7.6;24800;nm0000095;Woody Allen
La Double Vie de Véronique;1991;1990s;France;Drama;98;tt0101765;7.5;7.8;43155;nm0001425;Krzysztof Kieslowski
My Left Foot;1989;1980s;Ireland;Drama;103;tt0097937;8;7.9;68897;nm0006487;Jim Sheridan
The Royal Tenenbaums;2001;2000s;USA;Comedy;110;tt0265666;7.75;7.6;269377;nm0027572;Wes Anderson
Harold and Maude;1971;1970s;USA;Comedy;91;tt0067185;8.5;7.9;71464;nm0000797;Hal Ashby
It's Such a Beautiful Day;2012;2010s;USA;Drama;62;tt2396224;8;8.3;11281;nm0381116;Don Hertzfeldt
Trois Couleurs: Bleu;1993;1990s;France;Drama;94;tt0108394;7.25;7.9;91393;nm0001425;Krzysztof Kieslowski
Gandhi;1982;1980s;UK;Historical;191;tt0083987;9.5;8;218925;nm0000277;Richard Attenborough
Trois Couleurs: Rouge;1994;1990s;France;Drama;99;tt0111495;8;8.1;92239;nm0001425;Krzysztof Kieslowski
Merry Christmas Mr. Lawrence;1983;1980s;Japan;War;123;tt0085933;7;7.3;15759;nm0651915;Nagisa Ôshima
Le Chat;1971;1970s;France;Drama;86;tt0066906;7.5;7.6;1872;nm0335133;Pierre Granier-Deferre
Your Name;2016;2010s;Japan;Fantasy;106;tt5311514;8.25;8.4;203117;nm1396121;Makoto Shinkai
The Goodbye Girl;1977;1970s;USA;Comedy;111;tt0076095;7.25;7.4;12711;nm0006889;Herbert Ross
The Last Picture Show;1971;1970s;USA;Drama;118;tt0067328;8;8;43113;nm0000953;Peter Bogdanovich
Fanny and Alexander;1982;1980s;Sweden;Drama;188;tt0083922;9;8.1;58235;nm0000005;Ingmar Bergman
Sleuth;1972;1970s;UK;Thriller;138;tt0069281;8;8;45074;nm0000581;Joseph L. Mankiewicz
The Last Detail;1973;1970s;USA;Comedy;104;tt0070290;7;7.5;22392;nm0000797;Hal Ashby
The Tin Drum;1979;1970s;Germany;Drama;142;tt0078875;7.25;7.5;22512;nm0772522;Volker Schlöndorff
Veronika Voss;1982;1980s;Germany;Drama;104;tt0084654;7.25;7.8;6326;nm0001202;Rainer Werner Fassbinder
Lion of the Desert;1980;1980s;Lybia;Historical;173;tt0081059;7.5;8.4;14384;nm0002160;Moustapha Akkad
The Man Who Would Be King;1975;1970s;UK;Action;129;tt0073341;8;7.8;45531;nm0001379;John Huston
In the Realm of the Senses;1976;1970s;Japan;Erotic;109;tt0074102;7.75;6.6;18834;nm0651915;Nagisa Ôshima
To Live and Die in L.A.;1985;1980s;USA;Crime;116;tt0090180;7;7.3;29835;nm0001243;William Friedkin
Close-Up;1990;1990s;Iran;Drama;98;tt0100234;8;8.3;16585;nm0452102;Abbas Kiarostami
The Scarlet and the Black;1983;1980s;USA;War;143;tt0086251;7;7.6;2844;nm0518719;Jerry London
Weathering with You;2019;2010s;Japan;Fantasy;112;tt9426210;7.25;7.5;25156;nm1396121;Makoto Shinkai
The Inugami Family;1976;1970s;Japan;Crime;146;tt0074691;7.5;7.2;709;nm0406728;Kon Ichikawa
Certified Copy;2010;2010s;France;Drama;106;tt1020773;7.25;7.3;21687;nm0452102;Abbas Kiarostami
Rushmore;1998;1990s;USA;Comedy;93;tt0128445;8.25;7.7;171597;nm0027572;Wes Anderson
Matewan;1987;1980s;USA;Historical;135;tt0093509;8;7.9;7432;nm0000626;John Sayles
Rashomon;1950;1950s;Japan;Crime;88;tt0042876;9;8.2;154886;nm0000041;Akira Kurosawa
Where is the Friend's House;1987;1980s;Iran;Drama;83;tt0093342;7.5;8.1;10980;nm0452102;Abbas Kiarostami
When Father was Away on Business;1985;1980s;Yoguslavia;Drama;136;tt0089748;7.5;7.8;8891;nm0001437;Emir Kusturica
Ryan's Daughter;1970;1970s;UK;Drama;206;tt0066319;8.5;7.4;8942;nm0000180;David Lean
Fiddler on the Roof;1971;1970s;USA;Musical;181;tt0067093;8;8;39988;nm0422484;Norman Jewison
Yojimbo;1961;1960s;Japan;Samurai;110;tt0055630;9;8.2;113051;nm0000041;Akira Kurosawa
Sanjuro;1962;1960s;Japan;Samurai;96;tt0056443;7.75;8.1;33713;nm0000041;Akira Kurosawa
Throne of Blood;1957;1950s;Japan;Samurai;110;tt0050613;8.5;8.1;47460;nm0000041;Akira Kurosawa
The Deadly Affair;1967;1960s;UK;Thriller;115;tt0061556;7.25;6.8;3248;nm0001486;Sidney Lumet
Onibaba;1964;1960s;Japan;Horror;103;tt0058430;9;8;16743;nm0793881;Kaneto Shindô
The Manchurian Candidate;1962;1960s;USA;Thriller;126;tt0056218;8.75;7.9;71761;nm0001239;John Frankenheimer
Persona;1966;1960s;Sweden;Drama;85;tt0060827;7.5;8.1;105739;nm0000005;Ingmar Bergman
Lolita;1962;1960s;USA;Drama;153;tt0056193;7.75;7.6;94140;nm0000040;Stanley Kubrick
Le Doulos;1962;1960s;France;Crime;108;tt0054821;7.75;7.8;9564;nm0578483;Jean-Pierre Melville
The Tale of Zatoichi;1962;1960s;Japan;Samurai;96;tt0056714;8.5;7.6;4781;nm0593014;Kenji Misumi
The Sword of Doom;1966;1960s;Japan;Samurai;120;tt0060277;8.5;8;9886;nm0645477;Kihachi Okamoto
Kwaidan;1964;1960s;Japan;Horror;183;tt0058279;7.75;8;15744;nm0462030;Masaki Kobayashi
8½;1963;1960s;Italy;Drama;138;tt0056801;7;8;110386;nm0000019;Federico Fellini
Cape Fear;1962;1960s;USA;Thriller;106;tt0055824;8.25;7.7;26775;nm0496746;J. Lee Thompson
La 317ème section;1965;1960s;France;War;100;tt0058863;7.75;7.5;998;nm0006954;Pierre Schoendoerffer
The Night of the Iguana;1964;1960s;USA;Drama;125;tt0058404;8.25;7.6;10811;nm0001379;John Huston
Samurai Assassin;1965;1960s;Japan;Samurai;122;tt0059673;7.25;7.5;2016;nm0645477;Kihachi Okamoto
Winter Light;1963;1960s;Sweden;Drama;81;tt0057358;7.5;8.1;22743;nm0000005;Ingmar Bergman
Ratcatcher;1999;1990s;UK;Drama;94;tt0171685;8;7.6;9092;nm0708903;Lynne Ramsay
Jonas qui aura 25 Ans en l'An 2000;1976;1970s;Switzerland;Drama;110;tt0074718;7.25;7.6;1013;nm0849609;Alain Tanner
Wild River;1960;1960s;USA;Drama;110;tt0054476;8;7.6;4857;nm0001415;Elia Kazan
The Holy Mountain;1973;1970s;Mexico;Fantasy;114;tt0071615;7.75;7.9;38326;nm0423524;Alejandro Jodorowsky
