Title;Year;Country;Genre;IMDB;Score;directors;primaryName
The Prime of Miss Jean Brodie;1969;UK;Drama;tt0064840;8.5;nm0623768;Ronald Neame
The Rain People;1969;USA;Drama;tt0064873;7;nm0000338;Francis Ford Coppola
Women in Love;1969;UK;Drama;tt0066579;8;nm0001692;Ken Russell
Chained;2012;USA;Horror;tt1989475;7.5;nm0528337;Jennifer Lynch
Zero Day;2002;USA;Drama;tt0365960;7.5;nm1397579;Ben Coccio
Le Clan des Siciliens;1969;France;Crime;tt0064169;7.25;nm0894577;Henri Verneuil
La Piscine;1969;France;Crime;tt0064816;7.5;nm0220227;Jacques Deray
Medea;1969;Italy;Fantasy;tt0066065;7;nm0001596;Pier Paolo Pasolini
Play Dirty;1969;UK;War;tt0063443;7.75;nm0211964;André De Toth
La Voie Lactée;1969;France;Comedy;tt0066534;8;nm0000320;Luis Buñuel
I am Nineteen;1968;Germany;War;tt0061802;8.25;nm0937830;Konrad Wolf
Happiness;1998;USA;Drama;tt0147612;7.75;nm0001754;Todd Solondz
Alfie;1966;UK;Drama;tt0060086;7.5;nm0318150;Lewis Gilbert
Hang 'Em High;1968;USA;Western;tt0061747;7.5;nm0692872;Ted Post
Funny Girl;1969;USA;Musical;tt0062994;7.25;nm0943758;William Wyler
Kes;1969;UK;Drama;tt0064541;8.5;nm0516360;Ken Loach
The Seventh Juror;1962;France;Drama;tt0188195;8;nm0491626;Georges Lautner
Akitsu Springs;1962;Japan;Drama;tt0055732;7.5;nm0948950;Yoshishige Yoshida
Le Silence de Lorna;2008;Belgium;Drama;tt1186369;7.5;nm0201094;Jean-Pierre Dardenne
Antoine et Colette;1962;France;Drama;tt1180329;7.5;nm0000076;François Truffaut
Banditi a Orgosolo;1961;Italy;Drama;tt0053632;7.75;nm0211548;Vittorio De Seta
The Fabulous Baron Munchausen;1962;Czechoslovakia;Fantasy;tt0054665;7.5;nm0954724;Karel Zeman
The Devil's Trap;1962;Czechoslovakia;Drama;tt0054780;7.5;nm0900712;Frantisek Vlácil
Time to Love;1966;Turkey;Drama;tt0167400;8.25;nm0259499;Metin Erksan
Ken;1964;Japan;Drama;tt0366668;7.5;nm0593014;Kenji Misumi
Oh, Sun;1967;Mauritania;Politics;tt0062285;7.25;nm0393124;Med Hondo
Strongroom;1962;UK;Thriller;tt0055484;8;nm0786607;Vernon Sewell
The Trap;2007;Serbia;Crime;tt0478813;8;nm0326740;Srdan Golubovic
Circles;2013;Serbia;Drama;tt1839522;8;nm0326740;Srdan Golubovic
The Emigrants;1971;Sweden;Drama;tt0067919;9;nm0873296;Jan Troell
964 Pinocchio;1991;Japan;Comedy;tt0225009;7;nm0298006;Shozin Fukui
The New Land;1972;Sweden;Drama;tt0069035;8.75;nm0873296;Jan Troell
Witchhammer;1970;Czechoslovakia;Historical;tt0064546;8.5;nm0904706;Otakar Vávra
R.P.M.;1970;USA;Politics;tt0066273;7.5;nm0006452;Stanley Kramer
A Hatchet for the Honeymoon;1970;Italy;Horror;tt0064904;7;nm0000878;Mario Bava
The Land;1970;Egypt;Politics;tt0064038;8.25;nm0149631;Youssef Chahine
I Girasoli;1970;Italy;Drama;tt0065782;7.4;nm0001120;Vittorio De Sica
Days and Nights in the Forest;1970;India;Drama;tt0065417;7.25;nm0006249;Satyajit Ray
The Brick And The Mirror;1965;Iran;Drama;tt0122130;7;nm0326448;Ebrahim Golestan
Thérèse Desqueyroux;1962;France;Drama;tt0056581;8;nm0290802;Georges Franju
The Savage Innocents;1960;USA;Drama;tt0053244;7;nm0712947;Nicholas Ray
One-Eyed Jacks;1961;USA;Western;tt0055257;7.25;nm0000008;Marlon Brando
Bandini;1963;India;Drama;tt0056850;8;nm0746950;Bimal Roy
The Landlord;1970;USA;Drama;tt0065963;7;nm0000797;Hal Ashby
Anna and the Wolves;1973;Spain;Drama;tt0068207;7.25;nm0767022;Carlos Saura
Domicile Conjugal;1970;France;Comedy;tt0065651;7.5;nm0000076;François Truffaut
This Transient Life;1970;Japan;Drama;tt0128364;8.5;nm0423228;Akio Jissôji
King Lear, Korol Lir;1970;Russia;Drama;tt0064553;7.5;nm0468882;Grigoriy Kozintsev
The Adversary;1970;India;Drama;tt0066237;7.75;nm0006249;Satyajit Ray
Uski Roti;1970;India;Drama;tt0066514;7;nm0002411;Mani Kaul
The Boys in the Band;1970;USA;Drama;tt0065488;9;nm0001243;William Friedkin
The Molly Maguires;1970;USA;Drama;tt0066090;7.5;nm0728688;Martin Ritt
The Great White Hope;1970;USA;Drama;tt0065797;7.5;nm0728688;Martin Ritt
Pusher 2;2004;Denmark;Crime;tt0396184;7.5;nm0716347;Nicolas Winding Refn
Les Diaboliques;1955;France;Crime;tt0046911;8;nm0167241;Henri-Georges Clouzot
King Lear;1970;UK;Drama;tt0067306;8.5;nm0111656;Peter Brook
Bartleby;1970;UK;Drama;tt0065452;7.25;nm0295145;Anthony Friedman
Galpa Holeo Satyi;1966;India;Comedy;tt0366505;7.75;nm0802377;Tapan Sinha
Antiviral;2012;Canada;Horror;tt2099556;7.75;nm0188722;Brandon Cronenberg
Chinmoku, Silence;1971;Japan;Historical;tt0067755;7.5;nm0793983;Masahiro Shinoda
Le Jetée;1962;France;SciFi;tt0056119;8.25;nm0003408;Chris Marker
Les Lèvres Rouges;1971;Belgium;Horror;tt0067690;7;nm0478176;Harry Kümel
Dosti;1964;India;Drama;tt0146645;7.5;nm0097899;Satyen Bose
Il Decameron;1971;Italy;Drama;tt0065622;7;nm0001596;Pier Paolo Pasolini
Como Era Gostoso o Meu Francês;1971;Brazil;Historical;tt0066936;7.5;nm0673051;Nelson Pereira dos Santos
Seemabaddha;1971;India;Drama;tt0067729;7.5;nm0006249;Satyajit Ray
Szerelem, Love;1971;Hungary;Drama;tt0067814;8.25;nm0538652;Károly Makk
Les Deux Anglaises et le Continent;1971;France;Drama;tt0066989;7.75;nm0000076;François Truffaut
Mary Queen of Scots;1971;UK;Historical;tt0067402;7.75;nm0418986;Charles Jarrott
Bleak Moments;1971;UK;Drama;tt0066842;7;nm0005139;Mike Leigh
The Third Part of the Night;1971;Poland;Drama;tt0067885;7;nm0958558;Andrzej Zulawski
Johnny Got His Gun;1971;USA;Drama;tt0067277;7.75;nm0874308;Dalton Trumbo
The Horsemen;1971;USA;Drama;tt0067216;7.5;nm0001239;John Frankenheimer
The Touch;1971;Sweden;Drama;tt0066826;7.5;nm0000005;Ingmar Bergman
Two-Lane Blacktop;1971;USA;Drama;tt0067893;8;nm0375494;Monte Hellman
Gishiki, The Cerimony;1971;Japan;Drama;tt0066639;7.25;nm0651915;Nagisa Ôshima
La classe Operaia va in Paradiso;1971;Italy;Politics;tt0066919;8.5;nm0677880;Elio Petri
Anand;1971;India;Drama;tt0066763;8;nm0611531;Hrishikesh Mukherjee
In Nome del Popolo Italiano;1971;Italy;Drama;tt0067242;7.75;nm0728271;Dino Risi
Sacco e Vanzetti;1971;Italy;Politics;tt0067698;8;nm0598855;Giuliano Montaldo
The Beguiled;1971;USA;Thriller;tt0066819;7.75;nm0796923;Don Siegel
Horror Express;1972;UK;Horror;tt0068713;7.5;nm0554632;Eugenio Martín
Siddhartha;1972;India;Drama;tt0070689;7.5;nm0740270;Conrad Rooks
The Asphyx;1972;UK;SciFi;tt0069738;7;nm0627684;Peter Newbrook
The Night Stalker;1972;USA;Thriller;tt0067490;7.5;nm0610303;John Llewellyn Moxey
Images;1972;USA;Horror;tt0068732;7.5;nm0000265;Robert Altman
Cu Mâinile Curate, With Clean Hands;1972;Romania;Crime;tt0068431;7.5;nm0630197;Sergiu Nicolaescu
Sounder;1972;USA;Drama;tt0069303;8;nm0728688;Martin Ritt
Then I Sentenced All to Death;1972;Romania;Drama;tt0126449;7.25;nm0630197;Sergiu Nicolaescu
Koziyat Rog, The Goat Horn;1972;Bulgaria;Drama;tt0068814;8.25;nm0027975;Metodi Andonov
L'Amour, l'après-midi;1972;France;Drama;tt0068205;8;nm0006445;Éric Rohmer
Sbatti il Mostro in Prima Pagina;1972;Italy;Politics;tt0070641;8;nm0069166;Marco Bellocchio
Female Prisoner Scorpion;1972;Japan;Crime;tt0226874;7;nm0411746;Shun'ya Itô
Under the Flag of the Rising Sun;1972;Japan;War;tt0289782;8.5;nm0297935;Kinji Fukasaku
Fat City;1972;USA;Drama;tt0068575;7.75;nm0001379;John Huston
La Più Bella Serata della Mia Vita;1972;Italy;Comedy;tt0069094;7;nm0778633;Ettore Scola
Lo Scopone Scientifico;1972;Italy;Comedy;tt0069235;8.25;nm0173728;Luigi Comencini
Sambizanga;1972;Angola;Politics;tt0069214;7.25;nm0539275;Sarah Maldoror
Fratello Sole, Sorella Luna;1972;Italy;Historical;tt0069824;7.75;nm0001874;Franco Zeffirelli
Tomorrow;1972;USA;Drama;tt0069393;9;nm0030917;Joseph Anthony
Cargo 200;2007;Russia;Crime;tt0847880;7.5;nm0049326;Aleksey Balabanov
Umut, Hope;1970;Turkey;Drama;tt0066500;7.25;nm0351566;Yilmaz Güney
Edmond;2018;France;Comedy;tt7201846;7.5;nm1119022;Alexis Michalik
Infierno;2010;Mexico;Crime;tt1692190;8.25;nm0261840;Luis Estrada
Little England;2013;Greece;Drama;tt3253650;8;nm0903837;Pantelis Voulgaris
45 Years;2015;UK;Drama;tt3544082;7.5;nm0354091;Andrew Haigh
A Hidden Life;2019;USA;War;tt5827916;8.75;nm0000517;Terrence Malick
The King;2019;UK;Historical;tt7984766;8;nm2391575;David Michôd
Just 6.5;2019;Iran;Crime;tt9817070;8.5;nm7920254;Saeed Roustayi
The Farewell;2019;USA;Drama;tt8637428;7.5;nm2304675;Lulu Wang
Dark Waters;2019;USA;Politics;tt9071322;7.25;nm0001331;Todd Haynes
The Role;2013;Russia;Drama;tt2972828;7;nm0520283;Konstantin Lopushanskiy
Enclave;2015;Serbia;Drama;tt2886632;7.25;nm0705813;Goran Radovanovic
Why Me?;2015;Romania;Politics;tt4016994;7.75;nm0321363;Tudor Giurgiu
Turtles can Fly;2004;Iran;Drama;tt0424227;8;nm0315842;Bahman Ghobadi
Ce que le Jour doit à la Nuit;2012;France;Drama;tt1934205;8;nm0002178;Alexandre Arcady
Ode to my Father;2014;South Korea;Drama;tt3812366;8;nm1082740;JK Youn
Metro Manila;2013;Philippines;Crime;tt1845838;8.25;nm1193346;Sean Ellis
Fireworks Wednesday;2006;Iran;Drama;tt0845439;8;nm1410815;Asghar Farhadi
A Simple Life;2011;Hong Kong;Drama;tt2008006;8;nm0401176;Ann Hui
Todos lo Saben;2018;Spain;Thriller;tt4964788;7.5;nm1410815;Asghar Farhadi
Out Little Sister;2015;Japan;Drama;tt3756788;8;nm0466153;Hirokazu Koreeda
A Sun;2019;Taiwan;Drama;tt10883506;9.25;nm3010935;Mong-Hong Chung
Il Vigile;1960;Italy;Comedy;tt0054442;7.5;nm0952737;Luigi Zampa
Ne le Dis à Personne;2006;France;Thriller;tt0362225;8;nm0133899;Guillaume Canet
The Castle of Purity;1973;Mexico;Horror;tt0068348;7.5;nm0728149;Arturo Ripstein
Distant Thunder;1973;India;Drama;tt0069737;8;nm0006249;Satyajit Ray
La Maman et la Putain;1973;France;Drama;tt0070359;8.5;nm0262402;Jean Eustache
L'invitation;1973;Switzerland;Comedy;tt0070224;7;nm0330848;Claude Goretta
Matatabi, The Wanderers;1973;Japan;Comedy;tt0070365;7;nm0406728;Kon Ichikawa
Una Breve Vacanza;1973;Italy;Drama;tt0069823;7.75;nm0001120;Vittorio De Sica
Ludwig;1973;Italy;Historical;tt0068883;7.75;nm0899581;Luchino Visconti
The Last of Sheila;1973;USA;Crime;tt0070291;7.75;nm0006889;Herbert Ross
The Iceman Cometh;1973;USA;Drama;tt0070212;8;nm0001239;John Frankenheimer
Bad Company;1972;USA;Western;tt0068245;8.25;nm0000914;Robert Benton
Blue Valentine;2010;USA;Drama;tt1120985;7.5;nm0161834;Derek Cianfrance
Joaquim;2017;Brazil;Historical;tt4895628;7;nm1103123;Marcelo Gomes
Young Frankenstein;1974;USA;Comedy;tt0072431;7.75;nm0000316;Mel Brooks
Edvard Munch;1974;Sweden;Historical;tt0074462;7;nm0914386;Peter Watkins
Brothel nº8;1974;Japan;Drama;tt0073654;8.25;nm0474743;Kei Kumai
The Odessa File;1974;UK;Thriller;tt0071935;7.5;nm0623768;Ronald Neame
Lacombe Lucien;1974;France;Politics;tt0071733;8.25;nm0001501;Louis Malle
Swept Away;1974;Italy;Politics;tt0073817;8.75;nm0921631;Lina Wertmüller
The Deer;1974;Iran;Drama;tt0074565;8;nm0453953;Masud Kimiai
The Front Page;1974;USA;Comedy;tt0071524;8;nm0000697;Billy Wilder
The Castle Sand;1974;Japan;Crime;tt0202604;7.5;nm0634607;Yoshitarô Nomura
La Patagonia Rebelde;1974;Argentina;Politics;tt0071976;8.25;nm0647055;Héctor Olivera
Le Pélican;1974;France;Drama;tt0070580;7.5;nm0086116;Gérard Blain
Ankur, The Seedling;1974;India;Drama;tt0071145;8;nm0070867;Shyam Benegal
Profumo di Donna;1974;Italy;Comedy;tt0072037;7.25;nm0728271;Dino Risi
Pane e Cioccolata;1974;Italy;Comedy;tt0070506;7.5;nm0116663;Franco Brusati
Un Comisar Acuza;1974;Romania;Action;tt0069909;7.25;nm0630197;Sergiu Nicolaescu
Le Fantôme de la Liberté;1974;France;Comedy;tt0071487;7.25;nm0000320;Luis Buñuel
Pink Flamingos;1974;USA;Comedy;tt0069089;7;nm0000691;John Waters
Potop, The Deluge;1974;Poland;Historical;tt0072021;8;nm0388956;Jerzy Hoffman
And Now for Something Completely Different;1971;UK;Comedy;tt0066765;8;nm0534084;Ian MacNaughton
The Abominable Dr. Phibes;1971;UK;Horror;tt0066740;7.75;nm0297523;Robert Fuest
The Big Boss;1971;Hong Kong;Action;tt0067824;7;nm0516344;Wei Lo
The Poseidon Adventure;1972;USA;Action;tt0069113;7.75;nm0623768;Ronald Neame
Tora! Tora! Tora!;1970;Japan;Historical;tt0066473;7.75;nm0281507;Richard Fleischer
So Long my Son;2019;China;Drama;tt9581076;9;nm0911075;Xiaoshuai Wang
The Great Killing;1964;Japan;Samurai;tt0186939;8;nm0473791;Eiichi Kudô
A False Student;1960;Japan;Politics;tt0054124;7.75;nm0557945;Yasuzô Masumura
The Hospital;1971;USA;Comedy;tt0067217;8.5;nm0002137;Arthur Hiller
Champagne for Savages;1964;France;Drama;tt0057930;8;nm0160108;Christian-Jaque
Puzzle of a Downfall Child;1970;USA;Drama;tt0066262;7.25;nm0770234;Jerry Schatzberg
The Love Eterne;1963;Hong Kong;Musical;tt0057248;7.75;nm0497379;Han Hsiang Li
I Walk the Line;1970;USA;Crime;tt0065874;7;nm0001239;John Frankenheimer
The Fugitive Kind;1960;USA;Drama;tt0052832;7.5;nm0001486;Sidney Lumet
The Rocky Horror Picture Show;1975;USA;Musical;tt0073629;7.75;nm0788940;Jim Sharman
Stop Making Sense;1984;USA;Musical;tt0088178;7.75;nm0001129;Jonathan Demme
Afonya;1975;Russia;Drama;tt0072613;7.25;nm0199381;Georgiy Daneliya
Kai, Oar;1985;Japan;Drama;tt0202936;7.5;nm0331471;Hideo Gosha
Jana Aranya. The Middleman;1975;India;Drama;tt0074710;7.75;nm0006249;Satyajit Ray
Night Moves;1975;USA;Crime;tt0073453;7;nm0671957;Arthur Penn
Hard Times;1975;USA;Drama;tt0073092;8;nm0001353;Walter Hill
Sholay;1975;India;Western;tt0073707;8;nm0802693;Ramesh Sippy
The Promised Land;1975;Poland;Drama;tt0072446;8;nm0906667;Andrzej Wajda
Under the Blossoming Cherry Trees;1975;Japan;Horror;tt0073841;7;nm0793983;Masahiro Shinoda
Overlord;1975;UK;War;tt0073502;7.5;nm0003837;Stuart Cooper
Kaseki, The Fossil;1974;Japan;Drama;tt0135496;7.25;nm0462030;Masaki Kobayashi
Más Negro que la Noche;1975;Mexico;Horror;tt0223777;7.25;nm0846010;Carlos Enrique Taboada
Volchok;2009;Russia;Drama;tt1446206;7.5;nm3384558;Vasiliy Sigarev
Mother Kuster goes to Heaven;1975;Germany;Politics;tt0073424;7.25;nm0001202;Rainer Werner Fassbinder
They Fought for their Country;1975;Russia;War;tt0073488;7.5;nm0094083;Sergey Bondarchuk
Beyond the Infinite Two Minutes;2020;Japan;Comedy;tt14500584;7.75;nm8195027;Junta Yamaguchi
Amici Miei;1975;Italy;Comedy;tt0072637;8.25;nm0598102;Mario Monicelli
The Wind and the Lion;1975;USA;Action;tt0073906;7;nm0587518;John Milius
The Lost Honor of Katharina Blum;1975;Germany;Politics;tt0073858;7;nm0772522;Volker Schlöndorff
Le Vieux Fusil;1975;France;War;tt0073864;7.75;nm0257992;Robert Enrico
Martha;1975;Germany;Thriller;tt0070374;7.75;nm0001202;Rainer Werner Fassbinder
Fear of Fear;1974;Germany;Drama;tt0072648;7.25;nm0001202;Rainer Werner Fassbinder
Sweeney Todd;2007;USA;Horror;tt0408236;7.75;nm0000318;Tim Burton
La Cara Oculta;2011;Spain;Thriller;tt1772250;7.75;nm1223381;Andrés Baiz
Tucker and Dale vs Evil;2010;USA;Comedy;tt1465522;7.75;nm0185848;Eli Craig
Maîtresse;1976;France;Erotic;tt0074883;7.5;nm0775447;Barbet Schroeder
Insiang;1976;Philippines;Drama;tt0077740;7.5;nm0110653;Lino Brocka
Novecento;1976;Italy;Drama;tt0074084;8.75;nm0000934;Bernardo Bertolucci
The Fifth Seal;1976;Hungary;War;tt0075467;8.25;nm0299586;Zoltán Fábri
Die Marquise von O.;1976;Germany;Drama;tt0074870;7.25;nm0006445;Éric Rohmer
Chess of the Wind;1976;Iran;Thriller;tt0318069;7.5;nm1170241;Mohammad Reza Aslani
Napoli Violenta;1976;Italy;Crime;tt0074952;7.25;nm0502391;Umberto Lenzi
Cadaveri Eccellenti;1976;Italy;Crime;tt0074262;7.25;nm0742940;Francesco Rosi
Burnt Offerings;1976;USA;Horror;tt0074258;7.75;nm0193303;Dan Curtis
The Little Girl Who Lives Down the Lane;1976;USA;Thriller;tt0074806;8;nm0004654;Nicolas Gessner
The Sailor Who Fell from Grace with the Sea;1976;UK;Drama;tt0075161;7.25;nm0137573;Lewis John Carlino
Todo Modo;1976;Italy;Politics;tt0075335;7;nm0677880;Elio Petri
Sybil;1976;USA;Drama;tt0075296;9;nm0677951;Daniel Petrie
Anima Persa;1977;Italy;Drama;tt0075682;7.5;nm0728271;Dino Risi
Sette Note in Nero;1977;Italy;Thriller;tt0075614;8;nm0002086;Lucio Fulci
L'Homme qui Aimait les Femmes;1977;France;Drama;tt0076155;8.25;nm0000076;François Truffaut
The Chess Players;1977;India;Drama;tt0076696;7.5;nm0006249;Satyajit Ray
Providence;1977;UK;Drama;tt0076574;7.5;nm0720297;Alain Resnais
The Lacemaker;1977;France;Drama;tt0075932;7.5;nm0330848;Claude Goretta
Black Sunday;1977;USA;Thriller;tt0075765;8;nm0001239;John Frankenheimer
The Consequence;1977;Germany;Drama;tt0076280;8.25;nm0000583;Wolfgang Petersen
Padre Padrone;1977;Italy;Drama;tt0076517;7.5;nm0851752;Paolo Taviani
Short Eyes;1977;USA;Drama;tt0076706;8.5;nm0950001;Robert M. Young
Ifigeneia;1977;Greece;Drama;tt0076208;9.5;nm0128050;Michael Cacoyannis
The Last Wave;1977;Australia;Fantasy;tt0076299;7;nm0001837;Peter Weir
La Vie Devant Soi;1977;France;Drama;tt0076348;8.25;nm0594624;Moshé Mizrahi
Twenty Days without War;1977;Russia;War;tt0074447;7.25;nm0314516;Aleksey German
Un Borghese Piccolo Piccolo;1977;Italy;Drama;tt0129794;8.5;nm0598102;Mario Monicelli
The Yellow Handkerchief;1977;Japan;Drama;tt0076935;7.5;nm0945282;Yôji Yamada
Ballad of Orin;1977;Japan;Drama;tt0076124;8.5;nm0793983;Masahiro Shinoda
L'Une Chante L'Autre Pas;1977;France;Drama;tt0076855;7.5;nm0889513;Agnès Varda
Zana;2019;Kosovo;Drama;tt6463320;7;nm4138958;Antoneta Kastrati
Saraband;2003;Sweden;Drama;tt0299478;8.5;nm0000005;Ingmar Bergman
I Cento Passi;2000;Italy;Politics;tt0238891;8.25;nm0320285;Marco Tullio Giordana
My Girl;2003;Thailand;Comedy;tt0399040;7.25;nm1585207;Vijjapat Kojiw
Josee the Tiger and the Fish;2003;Japan;Drama;tt0416881;7.5;nm0409459;Isshin Inudô
Faithless;2000;Sweden;Drama;tt0157122;8.25;nm0880521;Liv Ullmann
Open Range;2003;USA;Western;tt0316356;7.25;nm0000126;Kevin Costner
Flickering Lights;2000;Denmark;Comedy;tt0236027;7;nm0421314;Anders Thomas Jensen
Go;2001;Japan;Drama;tt0299937;7.5;nm0950834;Isao Yukisada
American Splendor;2003;USA;Comedy;tt0305206;8.75;nm0075849;Shari Springer Berman
Lilja 4-ever;2002;Sweden;Drama;tt0300140;7.5;nm0600546;Lukas Moodysson
Kichiku, The Demon;1978;Japan;Horror;tt0202434;8.25;nm0634607;Yoshitarô Nomura
Magic;1978;USA;Horror;tt0077889;7;nm0000277;Richard Attenborough
Perceval le Gallois;1978;France;Drama;tt0078073;7.75;nm0006445;Éric Rohmer
El Lugar sin Límites;1978;Mexico;Drama;tt0076336;7;nm0728149;Arturo Ripstein
Empire of Passion;1978;Japan;Horror;tt0077132;7.25;nm0651915;Nagisa Ôshima
Wodzirej;1978;Poland;Drama;tt0078507;7.75;nm0266138;Feliks Falk
The Driver;1978;USA;Crime;tt0077474;7.5;nm0001353;Walter Hill
Magyarok;1978;Hungary;War;tt0077891;7.25;nm0299586;Zoltán Fábri
Beauty and the Beast;1978;Czechoslovakia;Fantasy;tt0078054;7;nm0381228;Juraj Herz
Shiiku, The Catch;1961;Japan;War;tt0055441;7;nm0651915;Nagisa Ôshima
Across 110th Street;1972;USA;Crime;tt0068168;7.5;nm0790395;Barry Shear
Gohatto, Taboo;1999;Japan;Samurai;tt0213682;7.5;nm0651915;Nagisa Ôshima
Osen, The Autumn;1974;Russia;Drama;tt0071951;7;nm0807033;Andrey Smirnov
Lyubovnik, The Lover;2002;Russia;Drama;tt0332224;7;nm0865422;Valeriy Todorovskiy
La Meglio Gioventù;2003;Italy;Drama;tt0346336;9;nm0320285;Marco Tullio Giordana
La Luna;1979;Italy;Drama;tt0079495;7;nm0000934;Bernardo Bertolucci
Zombie;1979;Italy;Horror;tt0080057;7.25;nm0002086;Lucio Fulci
Buio Omega;1979;Italy;Horror;tt0078916;7.5;nm0001090;Joe D'Amato
Norma Rae;1979;USA;Politics;tt0079638;7.75;nm0728688;Martin Ritt
I... comme Icare;1979;France;Thriller;tt0079322;8.25;nm0894577;Henri Verneuil
Tall Shadows of the Wind;1979;Iran;Horror;tt0320423;7;nm0267715;Bahman Farmanara
Pusher 3;2005;Denmark;Crime;tt0425379;8;nm0716347;Nicolas Winding Refn
Five Evenings;1979;Russia;Drama;tt0079764;7.25;nm0586482;Nikita Mikhalkov
Vlad Tepes;1979;Romania;Historical;tt0141966;7.5;nm2161296;Dumitru Fernoaga
Cristo si è Fermato a Eboli;1979;Italy;Drama;tt0079010;9.25;nm0742940;Francesco Rosi
Tess;1979;UK;Drama;tt0080009;7;nm0000591;Roman Polanski
Un Mauvais Fils;1980;France;Drama;tt0081678;7.5;nm0767110;Claude Sautet
The Man Who Fell to Earth;1976;USA;SciFi;tt0074851;7;nm0001676;Nicolas Roeg
Khubsoorat;1980;India;Comedy;tt0244585;7.75;nm0611531;Hrishikesh Mukherjee
Death Watch;1980;France;SciFi;tt0081182;7.25;nm0851724;Bertrand Tavernier
Stardust Memories;1980;USA;Comedy;tt0081554;7.75;nm0000095;Woody Allen
The Big Red One;1980;USA;War;tt0080437;7;nm0002087;Samuel Fuller
Le Dernier Métro;1980;France;Drama;tt0080610;7.5;nm0000076;François Truffaut
American Gigolo;1980;USA;Crime;tt0080365;7.5;nm0001707;Paul Schrader
Christiane F.;1980;Germany;Drama;tt0082176;7.75;nm0248942;Uli Edel
La Pelle;1981;Italy;War;tt0082893;7.5;nm0146960;Liliana Cavani
The French Lieutenant's Woman;1981;UK;Drama;tt0082416;7;nm0718554;Karel Reisz
Blancanieves;2012;Spain;Horror;tt1854513;7.5;nm0074311;Pablo Berger
Man of Iron;1981;Poland;Politics;tt0082222;8.5;nm0906667;Andrzej Wajda
Il Marchese del Grillo;1981;Italy;Comedy;tt0082714;8.25;nm0598102;Mario Monicelli
Dead & Buried;1981;USA;Horror;tt0082242;7;nm0792446;Gary Sherman
Southern Comfort;1981;USA;Action;tt0083111;7.5;nm0001353;Walter Hill
Malevil;1981;France;Drama;tt0082701;7.25;nm0150057;Christian de Chalonge
Kisapmata;1981;Philippines;Drama;tt0221322;8.75;nm0209672;Mike De Leon
Passione d'Amore;1981;Italy;Drama;tt0082883;9.25;nm0778633;Ettore Scola
The Boat is Full;1981;Switzerland;Drama;tt0082095;7.75;nm0408195;Markus Imhoof
Tiempo de Revancha;1981;Argentina;Politics;tt0083203;8;nm0034899;Adolfo Aristarain
Prince of the City;1981;USA;Crime;tt0082945;8.25;nm0001486;Sidney Lumet
Der Bockerer;1981;Austria;Drama;tt0082087;7.25;nm0030762;Franz Antel
Lola;1981;Germany;Drama;tt0082671;7.75;nm0001202;Rainer Werner Fassbinder
Vabank;1981;Poland;Crime;tt0083271;7.75;nm0532702;Juliusz Machulski
Coup de Torchon;1981;France;Comedy;tt0082206;8.5;nm0851724;Bertrand Tavernier
Elippathayam, Rat Trap;1982;India;Drama;tt0082318;7.5;nm0329715;Adoor Gopalakrishnan
Onimasa;1982;Japan;Drama;tt0163777;7.25;nm0331471;Hideo Gosha
Rodnya, Family Relations;1982;Russia;Comedy;tt0083004;7.5;nm0586482;Nikita Mikhalkov
The Simple-Minded Murderer;1982;Sweden;Drama;tt0083888;7.75;nm0019244;Hans Alfredson
Cat People;1982;USA;Horror;tt0083722;7.25;nm0001707;Paul Schrader
La Nuit de Varennes;1982;France;Drama;tt0084423;7.75;nm0778633;Ettore Scola
Yol;1982;Turkey;Drama;tt0084934;8.25;nm0351566;Yilmaz Güney
The Year of Living Dangerously;1982;Australia;Politics;tt0086617;7.75;nm0001837;Peter Weir
Znachor, The Quack;1982;Poland;Drama;tt0084953;7.5;nm0388956;Jerzy Hoffman
Querelle;1982;Germany;Drama;tt0084565;7;nm0001202;Rainer Werner Fassbinder
Blue Mountains or Unbelievable Story;1983;Russia;Comedy;tt0087349;8;nm0791542;Eldar Shengelaia
Something Wicked this Way Comes;1983;USA;Fantasy;tt0086336;7;nm0002338;Jack Clayton
Hanna K.;1983;Israel;Politics;tt0085642;7;nm0002020;Costa-Gavras
Le Bal;1983;France;Comedy;tt0085213;7.25;nm0778633;Ettore Scola
Cujo;1983;USA;Horror;tt0085382;7;nm0853546;Lewis Teague
Yôkirô;1983;Japan;Drama;tt0203224;7;nm0331471;Hideo Gosha
El Norte;1983;Mexico;Drama;tt0085482;7.25;nm0622695;Gregory Nava
El Sur;1983;Spain;Drama;tt0084740;7.5;nm0258977;Víctor Erice
The Fourth Man;1983;Netherlands;Horror;tt0086543;7.5;nm0000682;Paul Verhoeven
Katha;1983;India;Comedy;tt0085776;7.75;nm0660936;Sai Paranjape
Silkwood;1983;USA;Drama;tt0086312;7.75;nm0001566;Mike Nichols
Daniel;1983;USA;Politics;tt0085398;7.5;nm0001486;Sidney Lumet
L'argent;1983;France;Drama;tt0085180;7;nm0000975;Robert Bresson
Zeder;1983;Italy;Horror;tt0086636;7.25;nm0002194;Pupi Avati
Mo, The Boxer's Omen;1983;Hong Kong;Fantasy;tt0085951;7.25;nm0346640;Chih-Hung Kuei
E la Nave Va;1983;Italy;Drama;tt0087188;7;nm0000019;Federico Fellini
Zatoichi and the Chess Expert;1965;Japan;Samurai;tt0059942;7.5;nm0593014;Kenji Misumi
